【用户正在购买】,1658114260806,2022-07-18 11:17:40,jd_45a97f83603dc,87号
【主播推送商品】,1658120487068,2022-07-18 13:01:27,主播,143号
【用户正在购买】,1658120502728,2022-07-18 13:01:42,nan_nuo1334,143号
【用户加入购物车】,1658120560901,2022-07-18 13:02:40,就这样安安静静的小旭,150号
【用户领券】,1658120561900,2022-07-18 13:02:41,小张跑不快,领取了满199减130元券
【用户正在购买】,1658120564164,2022-07-18 13:02:44,就这样安安静静的小旭,150号
【用户领券】,1658120569054,2022-07-18 13:02:49,小张跑不快,领取了满300减200元券
【用户正在购买】,1658120614888,2022-07-18 13:03:34,就这样安安静静的小旭,139号
【主播结束讲解】,1658120626092,2022-07-18 13:03:46,主播,143
【用户正在购买】,1658120653431,2022-07-18 13:04:13,morui111,149号
【用户正在购买】,1658120660535,2022-07-18 13:04:20,jd_176052hva,129号
【用户正在购买】,1658120665152,2022-07-18 13:04:25,morui111,149号
【用户正在购买】,1658120671289,2022-07-18 13:04:31,思姐ing,143号
【主播推送商品】,1658120689946,2022-07-18 13:04:49,主播,150号
【用户正在购买】,1658120692028,2022-07-18 13:04:52,jd_176052hva,120号
【用户正在购买】,1658120700772,2022-07-18 13:05:00,morui111,150号
【主播正在讲解】,1658120707386,2022-07-18 13:05:07,主播,150号
【主播弹幕】,1658120707397,2022-07-18 13:05:07,主播,正在讲解150号宝贝
【用户关注】,1658120708307,2022-07-18 13:05:08,有昵称的喵
【主播开始讲解】,1658120710279,2022-07-18 13:05:10,主播,150
【用户领券】,1658120760234,2022-07-18 13:06:00,morui111,领取了满199减130元券
【用户领券】,1658120761374,2022-07-18 13:06:01,morui111,领取了满300减200元券
【用户领券】,1658120762515,2022-07-18 13:06:02,zhuanzhuan,领取了满300减200元券
【用户正在购买】,1658120842820,2022-07-18 13:07:22,jd_139403tbf,150号
【用户关注】,1658120862523,2022-07-18 13:07:42,cSqkPCsbdHMb
【主播推送商品】,1658120932075,2022-07-18 13:08:52,主播,150号
【主播结束讲解】,1658120933575,2022-07-18 13:08:53,主播,150
【主播推送商品】,1658120935580,2022-07-18 13:08:55,主播,150号
【主播推送商品】,1658120974376,2022-07-18 13:09:34,主播,147号
【主播推送商品】,1658120976756,2022-07-18 13:09:36,主播,147号
【主播正在讲解】,1658120977704,2022-07-18 13:09:37,主播,147号
【主播弹幕】,1658120977720,2022-07-18 13:09:37,主播,正在讲解147号宝贝
【主播开始讲解】,1658120977757,2022-07-18 13:09:37,主播,147
【主播推送商品】,1658121016416,2022-07-18 13:10:16,主播,147号
【实时弹幕】,1658121069394,2022-07-18 13:11:09,cSqkPCsbdHMb,奶酪棒奶酪棒
【主播推送商品】,1658121102819,2022-07-18 13:11:42,主播,28号
【用户正在购买】,1658121110354,2022-07-18 13:11:50,cSqkPCsbdHMb,28号
【用户加入购物车】,1658121141198,2022-07-18 13:12:21,u_6sciov18nrey,28号
【实时弹幕】,1658121187650,2022-07-18 13:13:07,cSqkPCsbdHMb,几号链接奶酪棒
【用户正在购买】,1658121200283,2022-07-18 13:13:20,jd_186766pxi,147号
【用户正在购买】,1658121205705,2022-07-18 13:13:25,jd_186497ext,147号
【用户正在购买】,1658121219335,2022-07-18 13:13:39,cSqkPCsbdHMb,143号
【实时弹幕】,1658121256939,2022-07-18 13:14:16,jd_186497ext,报名100%领周边咋领取？
【用户正在购买】,1658121267220,2022-07-18 13:14:27,等一会洗澡阿,96号
【主播结束讲解】,1658121281409,2022-07-18 13:14:41,主播,147
【用户关注】,1658121313079,2022-07-18 13:15:13,u_uotd6p4g7lba
【用户关注】,1658121342979,2022-07-18 13:15:42,jd_5b1443b4cd57b
【用户正在购买】,1658121351469,2022-07-18 13:15:51,等一会洗澡阿,96号
【用户关注】,1658121443636,2022-07-18 13:17:23,jd_PwMnRKhmOPkC
【主播推送商品】,1658121498495,2022-07-18 13:18:18,主播,144号
【用户领券】,1658121498759,2022-07-18 13:18:18,jd_183137kfg,领取了满300减200元券
【用户进入店铺】,1658121510411,2022-07-18 13:18:30,jd_5b1443b4cd57b,1000006804
【用户正在购买】,1658121520588,2022-07-18 13:18:40,jd_sClxFWhQnqup,150号
【用户正在购买】,1658121526853,2022-07-18 13:18:46,jd_sClxFWhQnqup,150号
【主播推送商品】,1658121536408,2022-07-18 13:18:56,主播,144号
【主播推送商品】,1658121562916,2022-07-18 13:19:22,主播,144号
【主播推送商品】,1658121566120,2022-07-18 13:19:26,主播,144号
【用户正在购买】,1658121568903,2022-07-18 13:19:28,小张跑不快,144号
【用户正在购买】,1658121581156,2022-07-18 13:19:41,jd_189201zaqk,144号
【实时弹幕】,1658121593147,2022-07-18 13:19:53,jd_sClxFWhQnqup,150号的东西可以看一下吗
【用户正在购买】,1658121604437,2022-07-18 13:20:04,jd_cXAfFCwcMdVz,147号
【用户正在购买】,1658121610739,2022-07-18 13:20:10,jd_cXAfFCwcMdVz,146号
【主播推送商品】,1658121620943,2022-07-18 13:20:20,主播,144号
【用户正在购买】,1658121628256,2022-07-18 13:20:28,jd_sClxFWhQnqup,148号
【用户正在购买】,1658121631662,2022-07-18 13:20:31,jd_sClxFWhQnqup,148号
【用户正在购买】,1658121635997,2022-07-18 13:20:35,jd_sClxFWhQnqup,150号
【用户正在购买】,1658121639042,2022-07-18 13:20:39,jd_cXAfFCwcMdVz,150号
【主播推送商品】,1658121654545,2022-07-18 13:20:54,主播,144号
【用户领券】,1658121668343,2022-07-18 13:21:08,jd_5b1443b4cd57b,领取了满199减130元券
【用户加入购物车】,1658121673100,2022-07-18 13:21:13,jd_sClxFWhQnqup,150号
【用户正在购买】,1658121674564,2022-07-18 13:21:14,jd_5b1443b4cd57b,149号
【用户正在购买】,1658121674949,2022-07-18 13:21:14,jd_sClxFWhQnqup,150号
【主播推送商品】,1658121681928,2022-07-18 13:21:21,主播,150号
【用户加入购物车】,1658121693434,2022-07-18 13:21:33,jd_5b1443b4cd57b,149号
【用户正在购买】,1658121702282,2022-07-18 13:21:42,jd_5b1443b4cd57b,142号
【主播推送商品】,1658121710875,2022-07-18 13:21:50,主播,150号
【主播正在讲解】,1658121714156,2022-07-18 13:21:54,主播,150号
【主播弹幕】,1658121714172,2022-07-18 13:21:54,主播,正在讲解150号宝贝
【主播开始讲解】,1658121714244,2022-07-18 13:21:54,主播,150
【用户正在购买】,1658121735709,2022-07-18 13:22:15,jd_5b1443b4cd57b,128号
【用户正在购买】,1658121741131,2022-07-18 13:22:21,jd_tZDgXbiKANTM,150号
【主播推送商品】,1658121759321,2022-07-18 13:22:39,主播,150号
【用户正在购买】,1658121765306,2022-07-18 13:22:45,jd_5b1443b4cd57b,128号
【用户正在购买】,1658121792054,2022-07-18 13:23:12,等一会洗澡阿,96号
【用户正在购买】,1658121798737,2022-07-18 13:23:18,jd_tZDgXbiKANTM,150号
【主播推送商品】,1658121866682,2022-07-18 13:24:26,主播,150号
【用户正在购买】,1658121869854,2022-07-18 13:24:29,moen宝宝,150号
【主播推送商品】,1658121895622,2022-07-18 13:24:55,主播,150号
【用户领券】,1658121898184,2022-07-18 13:24:58,jd_5d59588ad2990,领取了满300减200元券
【用户关注】,1658121898461,2022-07-18 13:24:58,jd_tfkHBTbKNtFE
【用户正在购买】,1658121922733,2022-07-18 13:25:22,jd_64047d78e41d5,150号
【用户正在购买】,1658121928043,2022-07-18 13:25:28,jd_64047d78e41d5,150号
【实时弹幕】,1658121930475,2022-07-18 13:25:30,jd_sClxFWhQnqup,30包都有哪些
【用户领券】,1658121948060,2022-07-18 13:25:48,jd_64047d78e41d5,领取了满300减200元券
【用户正在购买】,1658121961428,2022-07-18 13:26:01,jd_UWDrxRLWxoVi,150号
【主播推送商品】,1658121970742,2022-07-18 13:26:10,主播,150号
【实时弹幕】,1658121973087,2022-07-18 13:26:13,jd_sClxFWhQnqup,买回去和直播的一样不
【用户正在购买】,1658121975887,2022-07-18 13:26:15,申远-ASY,139号
【用户正在购买】,1658121983143,2022-07-18 13:26:23,申远-ASY,131号
【实时弹幕】,1658121988649,2022-07-18 13:26:28,jd_sClxFWhQnqup,148号和150号有啥区别
【用户正在购买】,1658122008000,2022-07-18 13:26:48,jd_sClxFWhQnqup,150号
【主播结束讲解】,1658122015291,2022-07-18 13:26:55,主播,150
【用户正在购买】,1658122018861,2022-07-18 13:26:58,jd_eS7oPlcpRg2Av5k,39号
【主播推送商品】,1658122077098,2022-07-18 13:27:57,主播,147号
【主播推送商品】,1658122088018,2022-07-18 13:28:08,主播,147号
【用户正在购买】,1658122094968,2022-07-18 13:28:14,u_27wxjtzg1v1q,149号
【主播推送商品】,1658122129591,2022-07-18 13:28:49,主播,147号
【主播推送商品】,1658122134113,2022-07-18 13:28:54,主播,147号
【用户正在购买】,1658122196909,2022-07-18 13:29:56,等一会洗澡阿,131号
【用户正在购买】,1658122214088,2022-07-18 13:30:14,jd_70d4fd48f1b30,113号
【主播推送商品】,1658122233419,2022-07-18 13:30:33,主播,147号
【主播推送商品】,1658122240399,2022-07-18 13:30:40,主播,147号
【用户领券】,1658122257798,2022-07-18 13:30:57,云垚儿,领取了满300减200元券
【主播推送商品】,1658122279791,2022-07-18 13:31:19,主播,147号
【实时弹幕】,1658122300297,2022-07-18 13:31:40,云垚儿,上次买还是89，现在怎么99
【用户正在购买】,1658122337286,2022-07-18 13:32:17,云垚儿,146号
【用户正在购买】,1658122356509,2022-07-18 13:32:36,云垚儿,147号
【主播推送商品】,1658122384745,2022-07-18 13:33:04,主播,138号
【用户正在购买】,1658122394014,2022-07-18 13:33:14,小张跑不快,138号
【主播推送商品】,1658122406192,2022-07-18 13:33:26,主播,138号
【主播推送商品】,1658122413887,2022-07-18 13:33:33,主播,138号
【用户正在购买】,1658122416222,2022-07-18 13:33:36,云垚儿,138号
【主播推送商品】,1658122434520,2022-07-18 13:33:54,主播,138号
【主播推送商品】,1658122464619,2022-07-18 13:34:24,主播,138号
【主播推送商品】,1658122482225,2022-07-18 13:34:42,主播,138号
【主播推送商品】,1658122514291,2022-07-18 13:35:14,主播,138号
【主播推送商品】,1658122525400,2022-07-18 13:35:25,主播,138号
【用户正在购买】,1658122526529,2022-07-18 13:35:26,jd_70d4fd48f1b30,113号
【主播推送商品】,1658122529447,2022-07-18 13:35:29,主播,138号
【主播推送商品】,1658122535031,2022-07-18 13:35:35,主播,138号
【用户领券】,1658122589016,2022-07-18 13:36:29,jd_4e73dfa1c48f1,领取了满300减200元券
【用户加入购物车】,1658122623266,2022-07-18 13:37:03,jd_159976jil,130号
【用户关注】,1658122676867,2022-07-18 13:37:56,QYKoala
